Time (s),Total Torch(N.m)
[1063.0],139.27066218633328
[1064.0],138.89127024899176
[1065.0],138.14081500872715
[1066.0],137.68913916413868
[1067.0],137.01501040809575
[1068.0],136.52838220385757
[1069.0],134.93560367687647
[1070.0],134.5624572258839
[1071.0],133.765285020987
[1072.0],133.23263613941035
[1073.0],132.5301636242154
[1074.0],131.97884332845047
[1075.0],131.3295175766385
[1076.0],130.77633811066127
[1077.0],130.16628776648838
[1078.0],129.6188131141301
[1079.0],124.41729610527173
[1080.0],123.98147451220139
[1081.0],123.17064524047922
[1082.0],122.59671544081651
[1083.0],121.94894581142276
[1084.0],121.4087220265412
[1085.0],120.93098172198472
[1086.0],120.53124006765456
[1087.0],120.10091782454163
[1088.0],119.70812816744385
[1089.0],121.67545581842224
[1090.0],120.88442410250366
[1091.0],120.16245970517352
[1092.0],119.56440207628162
[1093.0],119.04169915335214
[1094.0],118.52281119086827
[1095.0],118.04744785491985
[1096.0],117.56800374582743
[1097.0],117.11245941539737
[1098.0],116.65249942683194
[1099.0],119.21827122153218
[1100.0],118.09955209362275
[1101.0],117.47220094340248
[1102.0],116.63061172350267
[1103.0],116.18437988678554
[1104.0],115.55216213240209
[1105.0],115.15681862884482
[1106.0],114.63918660984082
[1107.0],114.26494030695395
[1108.0],113.81286304536448
[1109.0],114.97339978807284
[1110.0],113.9493002936454
[1111.0],113.37637272954237
[1112.0],112.60775791405386
[1113.0],112.16563384381946
[1114.0],111.57757367197561
[1115.0],111.18715853644545
[1116.0],110.70132312925145
[1117.0],110.33607729033743
[1118.0],109.91038928086758
[1119.0],115.49794528507078
[1120.0],114.1337621175348
[1121.0],113.24543762098756
[1122.0],112.42343155818118
[1123.0],111.83952094779607
[1124.0],111.24817952251891
[1125.0],110.7968404519863
[1126.0],110.33191840426939
[1127.0],109.94945561648102
[1128.0],109.55558307441495
[1129.0],114.94284511800477
[1130.0],113.70551611207331
[1131.0],112.87176076069555
[1132.0],112.14707833014549
[1133.0],111.56567238831559
[1134.0],111.04732202639848
[1135.0],110.60526782228162
[1136.0],110.19307528670882
[1137.0],109.8235190691704
[1138.0],109.47038049880665
[1139.0],110.34672782637972
[1140.0],109.56784608937743
[1141.0],109.03810511659127
[1142.0],108.52025538815583
[1143.0],108.10936470381313
[1144.0],107.69607879863118
[1145.0],107.34444272646404
[1146.0],106.99054164300799
[1147.0],106.67486890497366
[1148.0],106.357929936468
[1149.0],110.87467773501201
[1150.0],109.73013652327526
[1151.0],109.08642327967232
[1152.0],108.47093224164863
[1153.0],107.96661359962225
[1154.0],107.5031070540194
[1155.0],107.09768551664064
[1156.0],106.71597929285491
[1157.0],106.36908952880292
[1158.0],106.0368378625978
[1159.0],110.0443563717403
[1160.0],108.76335571143514
[1161.0],108.36923311477985
[1162.0],107.68179049772417
[1163.0],107.29016880099903
[1164.0],106.75672431408245
[1165.0],106.39900809183777
[1166.0],105.95310018698272
[1167.0],105.61706734551015
[1168.0],105.22598752736758
[1169.0],109.17957524506608
[1170.0],107.78307243833795
[1171.0],107.27957455384751
[1172.0],106.64141467572598
[1173.0],106.17212368646432
[1174.0],105.68004432206338
[1175.0],105.27842842702525
[1176.0],104.8635798082312
[1177.0],104.50503605233669
[1178.0],104.13843460112551
[1179.0],108.56659282430755
[1180.0],107.54852495949258
[1181.0],106.95212779343682
[1182.0],106.49627387168782
[1183.0],105.950341484601
[1184.0],105.52846500188701
[1185.0],105.00544995671488
[1186.0],104.57255808770677
[1187.0],104.08203362145528
[1188.0],103.65251192845525
[1189.0],109.62011922217606
[1190.0],108.39425556557502
[1191.0],107.96393834906684
[1192.0],107.35434062169188
[1193.0],106.83637199017696
[1194.0],106.29752341552272
[1195.0],105.8104631592128
[1196.0],105.31836181777939
[1197.0],104.8623097905033
[1198.0],104.40592745802459
[1199.0],105.95319743293994
[1200.0],105.10025632991217
[1201.0],104.60545329301813
[1202.0],104.14834128612347
[1203.0],103.60590249002948
[1204.0],103.15989746826428
[1205.0],102.65645546084897
[1206.0],102.22109648049808
[1207.0],101.75269031157795
[1208.0],101.33018591072239
[1209.0],101.7522594401275
[1210.0],100.77581123633401
[1211.0],100.69309561563925
[1212.0],100.309025342328
[1213.0],99.99231782973158
[1214.0],99.5937423661545
[1215.0],99.22853792828737
[1216.0],98.82021838494961
[1217.0],98.436289464178
[1218.0],98.0280341665647
[1219.0],99.7214770576379
[1220.0],98.39057058463538
[1221.0],98.39812347599039
[1222.0],97.92972255728789
[1223.0],97.6796318427458
[1224.0],97.20942890447036
[1225.0],96.87340757723163
[1226.0],96.40811021550866
[1227.0],96.03254926501295
[1228.0],95.57871876432871
[1229.0],98.65557754268221
[1230.0],96.19033924324039
[1231.0],95.88952779698836
[1232.0],94.69898176072968
[1233.0],94.5962909583923
[1234.0],93.97922028529013
[1235.0],93.73676798844687
[1236.0],93.17569721385411
[1237.0],92.8554637024551
[1238.0],92.33765028411537
[1239.0],94.59681271727472
[1240.0],91.72373033391668
[1241.0],91.41689525455493
[1242.0],90.74984491641621
[1243.0],90.76906475905335
[1244.0],90.25272936655044
[1245.0],90.13551436179903
[1246.0],89.67484755118844
[1247.0],89.46388310470358
[1248.0],89.03197531329566
[1249.0],95.49027506207585
[1250.0],93.0683727865923
[1251.0],93.84446270601288
[1252.0],93.0140491422869
[1253.0],93.31330841676396
[1254.0],92.72707105327358
[1255.0],92.82857952445653
[1256.0],92.36852978268611
[1257.0],92.34529323529006
[1258.0],91.96373559700648
[1259.0],101.2298873427788
[1260.0],98.23278158222672
[1261.0],99.42520837487868
[1262.0],98.40986192593502
[1263.0],98.91888697233892
[1264.0],98.1998126854924
[1265.0],98.42129906355223
[1266.0],97.86668178335458
[1267.0],97.91273111639843
[1268.0],97.46431025978768
[1269.0],108.53148891234845
[1270.0],105.69203782571863
[1271.0],107.15058771668785
[1272.0],105.98214973380631
[1273.0],106.6474106096031
[1274.0],105.81165316528468
[1275.0],106.11699820116185
[1276.0],105.47178828438561
[1277.0],105.55654961312833
[1278.0],105.03521945579209
[1279.0],117.87009159191382
[1280.0],110.36663084995008
[1281.0],111.66445954140755
[1282.0],109.81915774816063
[1283.0],110.96505192751248
[1284.0],109.8029231318642
[1285.0],110.43554749415392
[1286.0],109.60574988694695
[1287.0],109.92491124305093
[1288.0],109.30992045196038
[1289.0],121.33308499679158
[1290.0],117.27212482356265
[1291.0],118.13118979092962
[1292.0],116.06191223372598
[1293.0],116.49432406719413
[1294.0],115.1473666466962
[1295.0],115.36150834319218
[1296.0],114.43268755813773
[1297.0],114.49387812782074
[1298.0],113.81961703454154
[1299.0],124.23318242089307
[1300.0],121.03543313309895
[1301.0],121.92902272902963
[1302.0],119.68784209972443
[1303.0],120.2125285962749
[1304.0],118.6725579315401
[1305.0],118.88904845802409
[1306.0],117.77626283287175
[1307.0],117.77585804033178
[1308.0],116.92209371330522
[1309.0],142.18642951984464
[1310.0],138.28022852745244
[1311.0],139.28838189594637
[1312.0],136.35987178289506
[1313.0],137.11651656557189
[1314.0],135.12347233541746
[1315.0],135.49282447101916
[1316.0],134.09416568782063
[1317.0],134.18543320846632
[1318.0],133.1475644095866
[1319.0],206.56552056948226
[1320.0],201.2581315535073
[1321.0],202.76359784914612
[1322.0],199.91135039469552
[1323.0],198.04209640430992
[1324.0],194.82180320891734
[1325.0],193.63533404644852
[1326.0],191.38609277000805
[1327.0],190.33203536990257
[1328.0],188.54154721509227
[1329.0],294.1263302783547
[1330.0],285.05313066809407
[1331.0],285.47799198266324
[1332.0],282.50371602503355
[1333.0],280.04632410143864
[1334.0],276.6621588978377
[1335.0],273.76921918398676
[1336.0],270.48613974182155
[1337.0],267.5930073046473
[1338.0],264.5194524702154
[1339.0],308.64595125563056
[1340.0],289.5953790967759
[1341.0],275.88063664180487
[1342.0],272.4536894887356
[1343.0],248.59496857449366
[1344.0],253.84593367364053
[1345.0],251.96772771000082
[1346.0],252.41564304179045
[1347.0],250.11996165216382
[1348.0],271.39971787651575
[1349.0],268.7797636222484
[1350.0],267.0625619861205
[1351.0],265.5800874969013
[1352.0],263.75954867496046
[1353.0],261.5558236228329
[1354.0],259.0812913964184
[1355.0],256.4788460638919
[1356.0],256.58138173051464
[1357.0],276.0738052157234
[1358.0],289.7513467466023
[1359.0],258.3922801030648
[1360.0],263.4800803213925
[1361.0],256.24443119006776
[1362.0],254.91894385929967
[1363.0],247.23059426383978
[1364.0],245.21138335390742
[1365.0],237.90164484048307
[1366.0],226.10146162219735
[1367.0],224.88755669605837
[1368.0],225.26053472146697
[1369.0],216.16190236926542
[1370.0],212.78021243854508
[1371.0],209.46004280104222
[1372.0],205.91178469857996
[1373.0],203.45734261361537
[1374.0],200.07393378611917
[1375.0],198.1231475803037
[1376.0],194.9049697281291
[1377.0],193.28353759400744
[1378.0],190.35883240800976
[1379.0],202.14767399936989
[1380.0],197.04459810925866
[1381.0],197.65364077915882
[1382.0],192.5488406762918
[1383.0],193.14438946122687
[1384.0],189.39796400395505
[1385.0],189.07382134215035
[1386.0],186.19373906601004
[1387.0],185.36967570045596
[1388.0],183.0400747554806
[1389.0],174.8285625039546
[1390.0],172.65610574160368
[1391.0],171.5642620787491
[1392.0],170.4741135760644
[1393.0],169.11475023017135
[1394.0],167.83198448567367
[1395.0],166.4345046778911
[1396.0],165.114530676347
[1397.0],163.74716374902965
[1398.0],162.44361113270557
[1399.0],140.10603996282393
[1400.0],140.98186527884758
[1401.0],138.56791994712322
[1402.0],138.72276181905718
[1403.0],136.81242043688945
[1404.0],136.43682561313705
[1405.0],134.83779460570136
[1406.0],134.21052220991322
[1407.0],132.8638228495767
[1408.0],132.11243557897066
[1409.0],121.22732409860694
[1410.0],121.36006803218436
[1411.0],119.85551292198757
[1412.0],119.50908081368308
[1413.0],118.35960877348874
[1414.0],118.10032590503245
[1415.0],117.36195519287305
[1416.0],116.98741988078125
[1417.0],116.31821738306186
[1418.0],115.88101412326645
[1419.0],111.79332713254199
[1420.0],111.57779328664479
[1421.0],110.52726340567213
[1422.0],110.6913222038438
[1423.0],109.89800209525383
[1424.0],109.78481046183556
[1425.0],109.10034005180356
[1426.0],108.83984227488676
[1427.0],108.23137136581474
[1428.0],107.88977814319726
[1429.0],111.48365771036123
[1430.0],110.01916594438325
[1431.0],109.0010908747193
[1432.0],108.14156387132502
[1433.0],107.34851608049651
[1434.0],106.66742385680512
[1435.0],105.9762446691328
[1436.0],105.38909992478729
[1437.0],104.75775397607411
[1438.0],104.22657661058501
[1439.0],106.32490406548669
[1440.0],105.39350949116805
[1441.0],105.16136226621539
[1442.0],104.54170038056989
[1443.0],104.26322946565591
[1444.0],103.6873306007
[1445.0],103.41281925011769
[1446.0],102.91296183859856
[1447.0],102.60280667109834
[1448.0],102.15468294478312
[1449.0],104.77577851281839
[1450.0],104.15619309277979
[1451.0],103.81361883731559
[1452.0],103.42562936084326
[1453.0],103.08885050836355
[1454.0],102.738865073717
[1455.0],102.41579657822521
[1456.0],102.08539511493221
[1457.0],101.77260739482368
[1458.0],101.45656785351737
[1459.0],103.04687795040442
[1460.0],102.3764687241315
[1461.0],101.83616525733163
[1462.0],101.4803330057503
[1463.0],101.0104886166338
[1464.0],100.68457948682695
[1465.0],100.28092548145398
[1466.0],99.9682006558902
[1467.0],99.6073657615893
[1468.0],99.30448665111403
[1469.0],107.19757803628238
[1470.0],106.38084627854401
[1471.0],105.56121290146596
[1472.0],104.96680773009578
[1473.0],104.32165496540023
[1474.0],103.84898271973934
[1475.0],103.31047108535728
[1476.0],102.90702779521007
[1477.0],102.44141718888108
[1478.0],102.0726732671219
[1479.0],107.32145999163359
[1480.0],106.64697908031738
[1481.0],105.97622851754579
[1482.0],105.3733435383931
[1483.0],104.85368325851695
[1484.0],104.33290163843297
[1485.0],103.89172626294572
[1486.0],103.41895558361874
[1487.0],103.02872410063368
[1488.0],102.60193595340299
[1489.0],110.93366783040995
[1490.0],110.02672181941622
[1491.0],109.33559258696586
[1492.0],108.54991821885228
[1493.0],107.95064106895065
[1494.0],107.252657322134
[1495.0],106.71313257281321
[1496.0],106.0923194728174
[1497.0],105.57581203293873
[1498.0],105.00943033386402
[1499.0],113.26328367085098
[1500.0],112.2973998164499
[1501.0],111.75832789934859
[1502.0],110.89170139887854
[1503.0],110.27452592817347
[1504.0],109.4852036004463
[1505.0],108.87424429791268
[1506.0],108.16839089495487
[1507.0],107.5822005256051
[1508.0],106.94169148130155
[1509.0],115.10894896975508
[1510.0],113.86524777001527
[1511.0],113.46295237912832
[1512.0],112.64676604369372
[1513.0],112.09379890024944
[1514.0],111.29673090514974
[1515.0],110.68264837280164
[1516.0],109.96271353463571
[1517.0],109.36405121725787
[1518.0],108.67884261690091
[1519.0],119.5531811118104
[1520.0],118.03106625327833
[1521.0],117.53718563202959
[1522.0],116.65354152687917
[1523.0],116.03474787250342
[1524.0],115.21308672184912
[1525.0],114.5538398503434
[1526.0],113.77135695210191
[1527.0],113.09424517489678
[1528.0],112.34313116476245
[1529.0],123.71044863629939
[1530.0],121.42291347219546
[1531.0],121.00884626408231
[1532.0],119.76893200780826
[1533.0],119.23933571310445
[1534.0],118.17227485437004
[1535.0],117.56763616322189
[1536.0],116.66789894435993
[1537.0],116.06057654826829
[1538.0],115.23879832678031
[1539.0],117.61776577538419
[1540.0],115.43894926153385
[1541.0],115.05262061356741
[1542.0],113.91036666020676
[1543.0],113.27796578103649
[1544.0],112.2909187471054
[1545.0],111.6170857471356
[1546.0],110.73046019876823
[1547.0],110.04722649593552
[1548.0],109.23519646305093
[1549.0],116.71666783895677
[1550.0],114.2963731013213
[1551.0],113.70696418964098
[1552.0],112.38150556215244
[1553.0],111.54405923121205
[1554.0],110.39183850187207
[1555.0],109.53376489861002
[1556.0],108.486240563817
[1557.0],107.62740762473247
[1558.0],106.65576111052364
[1559.0],111.28331604314718
[1560.0],108.69324805948021
[1561.0],108.06678235426327
[1562.0],106.81163413218997
[1563.0],105.95306032186612
[1564.0],104.8687765693534
[1565.0],104.01079348543904
[1566.0],103.01761785083387
[1567.0],102.16866265677004
[1568.0],101.23551530175628
[1569.0],115.33202580921386
[1570.0],111.91166851146905
[1571.0],111.64126216067338
[1572.0],109.98972033363479
[1573.0],109.26356385286935
[1574.0],107.886716395683
[1575.0],107.07212766897187
[1576.0],105.85964859001402
[1577.0],105.00909551678103
[1578.0],103.91075255019095
[1579.0],106.33305909201181
[1580.0],102.5628477002213
[1581.0],102.14529222723965
[1582.0],100.53945856017748
[1583.0],99.77807547752396
[1584.0],98.5214318306599
[1585.0],97.73992595985762
[1586.0],96.65157732090348
[1587.0],95.86638364887308
[1588.0],94.88824242987195
[1589.0],91.38770387242486
[1590.0],86.31986852381422
[1591.0],86.12500653782621
[1592.0],84.31970893322018
[1593.0],83.78897252635684
[1594.0],82.43056720462255
[1595.0],81.83214103175698
[1596.0],80.70987938676521
[1597.0],80.07053413660289
[1598.0],79.30854241567559
[1599.0],86.02464617732042
[1600.0],78.64491773081608
[1601.0],77.72005704342274
[1602.0],74.67469680482964
[1603.0],73.70760845240343
[1604.0],71.70450680110952
[1605.0],70.93034604214245
[1606.0],69.49487363891355
[1607.0],69.11545944350756
[1608.0],68.63568772351411
[1609.0],91.79932308034506
[1610.0],84.37307755416086
[1611.0],84.66686462087812
[1612.0],81.82308491494238
[1613.0],81.29374857569081
[1614.0],79.2900626741886
[1615.0],79.12334411347742
[1616.0],78.58140749965443
[1617.0],78.82975156361984
[1618.0],78.42851091050252
[1619.0],138.9037472744813
[1620.0],127.3939316605907
[1621.0],127.06404893222454
[1622.0],122.83042123508086
[1623.0],122.03167789914153
[1624.0],121.02476905347916
[1625.0],121.98843181918494
[1626.0],121.37468680868315
[1627.0],121.66051548267988
[1628.0],121.05706581180493
[1629.0],189.33302326034251
[1630.0],185.87370378507717
[1631.0],188.14942693580576
[1632.0],186.01861453487584
[1633.0],186.32514100503195
[1634.0],184.58173141093044
[1635.0],184.3880966025976
[1636.0],182.9143263972493
[1637.0],182.43447569524955
[1638.0],181.14785115354687
[1639.0],232.62569324214
[1640.0],231.76314907152135
[1641.0],231.99535710853675
[1642.0],230.33454350337803
[1643.0],229.3746527739374
[1644.0],227.4887660387894
[1645.0],226.11312179172893
[1646.0],224.2403347447596
[1647.0],222.7361199773926
[1648.0],220.69664043760972
[1649.0],228.35872493005976
[1650.0],228.017371778217
[1651.0],226.6929246316995
[1652.0],226.3438784010699
[1653.0],224.53025635067212
[1654.0],223.3084168564515
[1655.0],221.3486047125222
[1656.0],219.81835621146865
[1657.0],217.66066923264168
[1658.0],216.03172064343912
[1659.0],188.97309407423302
[1660.0],184.75215671447705
[1661.0],179.8247620953404
[1662.0],178.6508529605039
[1663.0],176.03555656167455
[1664.0],175.25697286404574
[1665.0],173.29162191117533
[1666.0],172.35635631082596
[1667.0],170.6212314067298
[1668.0],169.4339163794687
[1669.0],135.94386825372925
[1670.0],129.00389832652667
[1671.0],126.81200246719065
[1672.0],125.91711572363177
[1673.0],137.29440652895872
[1674.0],147.2561839353075
[1675.0],151.71815609941913
[1676.0],156.6213617237971
[1677.0],193.44702960756663
[1678.0],218.73426722385295
[1679.0],213.44857113487163
[1680.0],214.49360506425006
[1681.0],208.61818870924327
[1682.0],205.04509040637222
[1683.0],196.20094776026897
[1684.0],191.12459272281765
[1685.0],184.9262168818075
[1686.0],182.17029989930515
[1687.0],178.34118565567277
[1688.0],175.07377966363418
[1689.0],193.21214799649684
[1690.0],191.15447977683672
[1691.0],186.18188297643556
[1692.0],184.11366558796973
[1693.0],180.57538163224527
[1694.0],178.59368048413404
[1695.0],175.8451571189772
[1696.0],174.03278324077252
[1697.0],171.7989179100143
[1698.0],170.14006199944646
[1699.0],173.77590957575575
[1700.0],172.51975614845526
[1701.0],169.76215198710676
[1702.0],168.34222573325602
[1703.0],166.04762721128057
[1704.0],164.87467982115663
[1705.0],162.83994950612765
[1706.0],161.81912863391793
[1707.0],160.13735024280976
[1708.0],159.06655259352732
[1709.0],168.8386009378067
[1710.0],164.51463544178168
[1711.0],161.36724965243727
[1712.0],159.58509416355284
[1713.0],157.82305547187562
[1714.0],156.5731236974875
[1715.0],155.24526882263442
[1716.0],154.22845906787362
[1717.0],153.1119709789173
[1718.0],152.20220298545757
[1719.0],157.42912156822368
[1720.0],153.10029619565486
[1721.0],151.9521669051965
[1722.0],150.37276824521123
[1723.0],149.43470079181196
[1724.0],148.28783067429018
[1725.0],147.44582110848174
[1726.0],146.4723986812245
[1727.0],145.67467740692496
[1728.0],144.79485596883953
[1729.0],147.96406453624417
[1730.0],145.0389280887058
[1731.0],144.27547876256608
[1732.0],143.55743931533516
[1733.0],142.73057035942864
[1734.0],142.2479117634941
[1735.0],141.5537869436866
[1736.0],141.14324141521652
[1737.0],140.56155892382242
[1738.0],140.15205205406698
[1739.0],146.72882828201188
[1740.0],145.07134766189435
[1741.0],144.2679970276276
[1742.0],143.75946546620293
[1743.0],143.08113938495694
[1744.0],142.61999672502262
[1745.0],142.037920456046
[1746.0],141.5897310527064
[1747.0],141.06541073901138
[1748.0],140.6233347258971
[1749.0],145.66179029245473
[1750.0],144.82372437127742
[1751.0],144.16625195111936
[1752.0],143.5064090292129
[1753.0],142.86796650317518
[1754.0],142.24799660191837
[1755.0],141.64092475299933
[1756.0],141.04861675834508
[1757.0],140.46691447704123
[1758.0],139.8970732584673
[1759.0],139.239079507017
[1760.0],138.61717601897286
[1761.0],137.91001999033807
[1762.0],137.22560578246288
[1763.0],136.54258555362173
[1764.0],135.89336781565538
[1765.0],135.23204303520635
[1766.0],134.61877365436197
[1767.0],133.99949061126736
[1768.0],133.49943725558933
[1769.0],133.22893737534775
[1770.0],132.54919983766632
[1771.0],131.84456511412907
[1772.0],131.20557536199817
[1773.0],130.6434720725908
[1774.0],130.09160015867073
[1775.0],129.58518251670193
[1776.0],129.08122421409433
[1777.0],128.60416596612893
[1778.0],128.12822121860833
[1779.0],127.84611332223393
[1780.0],127.10520486587838
[1781.0],126.05461256211262
[1782.0],125.33835289615021
[1783.0],124.62677259543675
[1784.0],124.09005576875786
[1785.0],123.53327877132509
[1786.0],123.09311196097951
[1787.0],122.62799520258949
[1788.0],122.23836638139078
[1789.0],124.13555279621302
[1790.0],123.05773804869634
[1791.0],122.16021021349138
[1792.0],121.29064695722431
[1793.0],120.73721366623205
[1794.0],120.11726220931519
[1795.0],119.68758093820738
[1796.0],119.20734948953914
[1797.0],118.84182319928155
[1798.0],118.44232098997753
[1799.0],123.25568765923326
[1800.0],122.2075022597538
[1801.0],121.30579813298257
[1802.0],120.51360454796394
[1803.0],119.91695076927262
[1804.0],119.33999722275513
[1805.0],118.88512455609212
[1806.0],118.43679272801516
[1807.0],118.06249365633822
[1808.0],117.69088198899327
[1809.0],121.56158283427038
[1810.0],120.55947099304773
[1811.0],119.57327991760431
[1812.0],118.90153972529671
[1813.0],118.2520526981461
[1814.0],117.76052787469011
[1815.0],117.27866467602227
[1816.0],116.88979092500706
[1817.0],116.50402453340234
[1818.0],116.1750165200319
[1819.0],117.85742142878765
[1820.0],116.48751893103339
[1821.0],115.44151841483934
[1822.0],114.70554880084612
[1823.0],114.10115082648495
[1824.0],113.61166880928313
[1825.0],113.17555717979012
[1826.0],112.80444637351198
[1827.0],112.46249913161671
[1828.0],112.15909069450338
[1829.0],114.82267225455095
[1830.0],113.84944231195377
[1831.0],113.12951418113995
[1832.0],112.55120377006031
[1833.0],112.13599231957726
[1834.0],111.72168994145986
[1835.0],111.38825753696737
[1836.0],111.05314231330865
[1837.0],110.76882745863097
[1838.0],110.48370412273178
[1839.0],112.5511585036131
[1840.0],111.1956368866676
[1841.0],110.75579785295261
[1842.0],110.09503063083908
[1843.0],109.62770836343145
[1844.0],109.07402234032408
[1845.0],108.71684655150686
[1846.0],108.38313328787036
[1847.0],108.12645147135143
[1848.0],107.84253605262492
[1849.0],110.09359563595014
[1850.0],108.66061072808432
[1851.0],107.71691361741978
[1852.0],106.96478531216064
[1853.0],106.378055197387
[1854.0],105.94614128968969
[1855.0],105.52329111735119
[1856.0],105.19421489742506
[1857.0],104.86892053090952
[1858.0],104.60237339190871
[1859.0],108.9879839723645
[1860.0],107.76235676608799
[1861.0],107.44594306445855
[1862.0],106.88926991831802
[1863.0],106.48184347759153
[1864.0],106.02525898616875
[1865.0],105.66690319960452
[1866.0],105.28946138452575
[1867.0],104.97959276791534
[1868.0],104.66136216753073
[1869.0],108.81272385962937
[1870.0],107.45214242706744
[1871.0],106.82921831534902
[1872.0],106.21764416594395
[1873.0],105.72913836329444
[1874.0],105.24362428807417
[1875.0],104.82594851572765
[1876.0],104.41766473797884
[1877.0],104.05574326162203
[1878.0],103.70272936031672
[1879.0],105.41687500429629
[1880.0],104.39197214254085
[1881.0],103.9452858059277
[1882.0],103.59087883926327
[1883.0],103.18680534528139
[1884.0],102.85564285690907
[1885.0],102.48698528680391
[1886.0],102.17261726437789
[1887.0],101.83788986716826
[1888.0],101.54077229490058
[1889.0],102.51913517882534
[1890.0],101.45473648329369
[1891.0],101.12949210702246
[1892.0],100.80658790294575
[1893.0],100.44063962397624
[1894.0],100.11589852324988
[1895.0],99.7563902646244
[1896.0],99.43327160787305
[1897.0],99.09241053923655
[1898.0],98.77866696541693
[1899.0],100.56559326041848
[1900.0],99.4195882098184
[1901.0],99.3979368532898
[1902.0],98.9380220562959
[1903.0],98.6660968059095
[1904.0],98.23635898322686
[1905.0],97.9188696121129
[1906.0],97.51203220473806
[1907.0],97.181736410387
[1908.0],96.7989349041709
[1909.0],97.65343908475448
[1910.0],95.35107707336361
[1911.0],95.60729202538393
[1912.0],95.05912124197542
[1913.0],94.94674261430944
[1914.0],94.52688650746026
[1915.0],94.31452297342574
[1916.0],93.91382210363167
[1917.0],93.64347179461214
[1918.0],93.25703276054959
[1919.0],93.02736036356741
[1920.0],91.39966595788523
[1921.0],91.9595152343116
[1922.0],91.37861005140583
[1923.0],91.4327406194973
[1924.0],90.92529642969505
[1925.0],90.81068090593195
[1926.0],90.34883279618131
[1927.0],90.14156759956713
[1928.0],89.71451541049339
[1929.0],93.20021796376797
[1930.0],88.76612703626017
[1931.0],89.27723076555544
[1932.0],88.54762039928445
[1933.0],88.91810476643411
[1934.0],88.33549556085644
[1935.0],88.4492095525637
[1936.0],87.96912552563538
[1937.0],87.94094955793085
[1938.0],87.53559126874673
[1939.0],97.05033506162592
[1940.0],94.47742586833567
[1941.0],95.54279948302765
[1942.0],94.5869663262017
[1943.0],95.01507828206536
[1944.0],94.32273547674063
[1945.0],94.48379101712243
[1946.0],93.93249236642176
[1947.0],93.9299776744845
[1948.0],93.47148728396569
[1949.0],102.81277410713174
[1950.0],99.75590932881265
[1951.0],101.34922241150679
[1952.0],100.1519455554631
[1953.0],100.90054388356396
[1954.0],100.05291053648283
[1955.0],100.41926177199181
[1956.0],99.76752400799327
[1957.0],99.89655997637367
[1958.0],99.37181789957073
[1959.0],112.47443416872804
[1960.0],106.43296131871153
[1961.0],107.75229287182908
[1962.0],105.24639638732543
[1963.0],106.06004021689056
[1964.0],104.8434883925547
[1965.0],105.51676429801644
[1966.0],104.63740856604372
[1967.0],104.97678955408603
[1968.0],104.35628657127272
[1969.0],121.03205581073942
[1970.0],116.55742176933573
[1971.0],117.5474290517887
[1972.0],115.33962420062505
[1973.0],115.77344462145663
[1974.0],114.2837963630069
[1975.0],114.44955723872411
[1976.0],113.37257784139834
[1977.0],113.41193964492133
[1978.0],112.57906951134693
[1979.0],123.89330726804943
[1980.0],120.32420107494225
[1981.0],121.25495773299588
[1982.0],119.05165477943683
[1983.0],119.54830476247936
[1984.0],118.03236797075432
[1985.0],118.23698679906857
[1986.0],117.16473759649703
[1987.0],117.1881624965152
[1988.0],116.36648491609478
[1989.0],127.59571048913351
[1990.0],122.82209466098547
[1991.0],124.39504516093255
[1992.0],121.3914656855727
[1993.0],122.3785158044001
[1994.0],120.34400348943066
[1995.0],120.87227235241353
[1996.0],119.4488449275391
[1997.0],119.66358964715673
[1998.0],118.62024807195613
[1999.0],166.36835457530987
